listing_id,id,date,reviewer_id,reviewer_name,comments
16944003,350392931,19/11/2018,22090834,Cristina,"Awesome place to stay, close to the O2. Everything is very clean and tidy. Enjoyed our short trip here, would definitely recommend!"
29271459,742329622,26/03/2021,59364995,Melvin,"Great short term stay again, everything as expected."
6502403,215222097,28/11/2017,26676413,Lorena,Awesome apt.
16379270,509841493,15/08/2019,129290195,Majed,The location is incredible also the view. The host was very helpful with all the needs.
40777768,664832562,16/09/2020,362762864,Manon,"They are the nicest people ever. The room is just like the picture, large and beautiful, clean, with a LOT of sunlight coming in all day. The built-in wardrobe is massive. The bed is very comfortable. Golders green is a great location if you come from Stansted or Luton with direct buses. The place is quiet and peaceful, you need to respect that. They have been the nicest people with me, always very responsive and convenient. I very much doubt you could find a better room for this price in London. Highly recommend!"
1262423,25537275,19/01/2015,9835639,Frederic,"Tres bonne séjour.tres bonne suivi pour la remise des cles.appartement tres propre est bien situe. Un peu bruillant la nuit car il ny a pas de double vitrage, rien que nous ne pouvons pas regler avec des boules caisse. Parfait pour 4."
14629728,151182119,11/05/2017,83130133,Kristian,"Good location to Notting hill Station, Easy check in and room just like photographs. Would stay again."
40890850,732337679,18/02/2021,25196294,Geoffrey,Great communication - last minute booking was a breeze. Nice location and warm apartment. Very clean.
23273709,411073562,11/02/2019,57640367,Silje,"This is one of the best experiences I have had with Airbnb! Lelly and her family are truly welcoming and helpful. I felt like a part of the family while I was there. The location is great, the train and underground are nearby, but you can also walk to central London if preffered."
15061844,351537585,23/11/2018,38007788,Amanda,good value will stay again
17806538,156077471,29/05/2017,2104039,Cristiane,"It's beyond my understanding how this place had so many positive reviews.
I stayed there with my 70 yo father and my stepmother.
Firstly, the lift was broken, which meant we had to carry our heavy luggage for a total of 6 flights of stairs! Fair enough that this is not the owner's fault; however, the least Toby could do was to offer some help with the bags.
Secondly, the dirt was appalling: the bedroom cupboard shelves were absolutely filthy with dust; the kitchenette floor was sticky;  the furniture was old and tired; the sofas were stained; the mattress cover for the sofa-bed had a blood stain!
Also, we arrived in London on a particularly warm week, and there were no fans available in the flat.
Finally, there were no instructions upon check-in about how the water heating system worked - although there was a ""users manual"" for the flat which included the guests' duties as well as some complex instructions about the heating system. I found it ironic that so many things were expected of us, and yet nothing was offered in return from the host. Our first showers were with cold water, until I've managed to understand and sort out the water heating. However, the shower only trickled a tiny bit of water anyway, which made it really challenging to wash our heads - we had to basically stand on were the bath tap was, with our backs touching the wall.
I have messaged Toby several times during our stay to complain about all the above issues and also to ask for help with carrying my father and stepmother's luggage down when they left; unfortunately, he said there was nothing he could do!
Summarising, I would recommend to stay away from this place, unless you're fit, young and don't really mind dirt or not having a shower!
The only positive thing about the place is the location - which is probably why he can get away with charging £141 per night!"
14760330,134206555,26/02/2017,43524574,Jane,"Good location, nice and light, quiet bedrooms to the rear!"
30013251,557513533,01/11/2019,19555719,Angela,Excellent communication. Pleasant stay at NAIA's place.
13573508,162776064,22/06/2017,6511670,Patryk,"Catherine was super nice and accommodating. Check-in and check-out was a breeze and the location was really nice. Lots of nice shops and places to eat within walking distance or a short cab ride to anywhere else around London.

We would definitely stay here again in the future, thank you so much!"
30206140,713421014,05/12/2020,166994301,Daniel,Better than I expected
12178649,532788113,20/09/2019,253912259,Sam,"Our one night stay in Matthew and Ally's House was brilliant. Perfectly fitted our needs, as we had something planned at Alexandra Palace for the day after our stay, which was only 5/10 minutes walk away. Great location and great hospitality, would recommend. Privacy also respected."
24322841,322136660,12/09/2018,196169406,Neil,"A very nice place to stay! Josie keeps the kitchen door closed so when you entre the property the bedroom is on your right as you walk in and with the kitchen door always closed, it gives you a private entrance. The room is on the ground floor, street facing but quite as its a side street. There is tea and coffee, biscuits and even crisps and a bar fridge. The bed was huge and comfortable and clean.  The bathroom was spotless and so was the kitchen so all in all, Josie's place gets 2 thumbs up from me and i highly recommend."
10145618,276660934,14/06/2018,88064093,Azusa,"とても立地がよくﾛﾝﾄﾞﾝ市内の観光にはすごく良いところです｡
鍵も自分の部屋についているのでｾｷｭﾘﾃｨも安心です｡
ﾊﾞｽ､地下鉄の駅､ﾕｰﾛｽﾀｰの駅とすごく行きやすかったです｡"
36792892,525839033,08/09/2019,92132953,Lucy,Beautiful place to stay and in a good location. Only 15 minutes from the tube and lots of good places to eat and drink locally. The flat is very well kept and comfortable! Thank you Freya and her support team for the perfect place to stay.
4345745,156427493,30/05/2017,95970285,Musab,"Hilary's place is so welcoming and the neighborhood is quite and lovely, she was very helpful and recommended a lot of nice places for us. I would really recommend this house for your London trip. "
107048,206901960,27/10/2017,4774965,Riina,"Simon's place is wonderful, very stylish and all you could ask for when visiting London for a few days. Simon is very responsive, everything is automated so easy to get in and out at all times. Both Simon and his place has my highest recommendations."
15280110,464305739,05/06/2019,40407199,Georg,"Very charming small room, with direct access to a romantic yard!
For me as a smoker, I had to follow the strict rules of Anne not to smoke in the room and the house at all, but I enjoyed the garden in front of the room.
I especially wanna mention Annes outstanding hospitality.
All was good!"
1646537,201025313,07/10/2017,20162781,Hendrik,"Excellent location, a short walk away from pubs, restaurants and the Paddington underground station. The apartment had everything we needed, check-in/out was quick and easy. I would definitely recommend this place :)"
26240854,480673332,03/07/2019,262033146,Luis,I just needed a place to sleep and it worked just fine.
1013117,553990457,25/10/2019,22687551,Sjef,"Nice stay, lot’s of privacy. Relaxed neighborhood. 15 min. Walking from station. 20 min by train to city center"
5514144,82460133,27/06/2016,13560279,Peter,"Michelle's place was perfect for us to catch up with friends in the neighborhood. Quirky indeed, but full of character. Comfy beds and spotless. Thanks for the extra drop- off of forgotten baby clothes too...."
15324001,577312225,15/12/2019,22085795,Clotilde,I recommend this place ! It is very well located. It is easy to go everywhere. Joanne was really kind and helpful!
29646566,460107781,28/05/2019,3848649,Danilo,"only stayed for one night, but the room and bathroom were very clean and private. the train station is less than 5 min away."
1044356,232557138,05/02/2018,156419028,Facundo,Lindo lugar
3989001,204029067,16/10/2017,37564393,Mattia,"Marcia's apartment is perfect for a short stay in Hammersmith area, literally 15/20 mins with public transport to the city center. The apartment itself was nice and cozy, might be a little too small for tall people (me and my wife are both over 170cm and the bed was kinda short and small). The area itself is very nice and quiet, ideal for a walk around if you're feeling it."
16268581,128054224,22/01/2017,2090307,Volker,"We've had an awesome time here & would recommend it to anyone!

Thanks so much! 
"
2822720,37633978,09/07/2015,24303013,Andrea,"We had a great experience staying at Geoff's apartment in Angel. Geoff's assistant was happy to help us when we needed assistance. 

Perfect location near Angel Station with great access to all the best spots in London! 

The apartment is spacious with a really large kitchen and the beds are comfortable. We would definitely stay here again! "
25006184,528513194,13/09/2019,287826783,Riki,nice area
958383,135573498,05/03/2017,67973110,Janica,Berta is a very warm hearted and nice. the room was tidy and clean. the location is perfect. only e few minutes from the marylebone underground station. we enjoied our stay!
1250597,43375626,19/08/2015,8545091,Manon,"We feel at home, everything was in place."
22418124,333529932,07/10/2018,24278618,Martin,This is a great location and a great space from which to explore London.  Excellent communication throughout with the host Emanuel
1840605,18127821,22/08/2014,17867771,Jim,"GREAT LOCATION AND HOST!  Our family stayed at Alessandro's flat from August 16-21st.  It was a great alternative for a family of four (with adult children aged 17 and 20) and considerably less expensive than two London hotel rooms.  Almost all of the key tourist sites are within walking distance (30-45 minutes) and Victoria station, a key train and Tube stop, is a 10 minute walk away. 
We were pleasantly surprised by the bottle of wine waiting for us on arrival and a few key essentials in the cupboard.  
The only surprise was the lack of a sofa bed as advertised which is one of the reasons we selected this flat.  We made it work but it was a less than ideal arrangement for our 5'7"" daughter."
1216327,367195745,04/01/2019,167243352,Cullen,"Denise’s place is in a nice and quiet neighborhood on the far north side of London. I was looking for a quiet place to stay, and this was great for that! It was a bit far to get into the city though. 

Because Denise normally hosts long-term guests, there were a couple of things that weren’t like what I normally expect from an Airbnb. However, for a long term stay, I think Denise’s place is perfect and she is a great host! Fine for short-term stay and perfect for long-term!"
4172765,102479583,18/09/2016,84707484,Aki,"とても素晴らしいです｡
景色､ﾛｹｰｼｮﾝも素晴らしく､とても快適に過ごすことができました｡
街並みもとても美しく､部屋は広く清潔で2人で使うには十分です｡理想のﾛﾝﾄﾞﾝでの滞在ができました｡ありがとうございました｡
ﾄﾗﾌﾞﾙにも対応したﾌﾚﾝﾄﾞﾘｰな案内にも感謝しています｡
ﾛﾝﾄﾞﾝにまた来た時には必ずまた使いたいです!
ﾛﾝﾄﾞﾝに行く際には､ここを使うことを強くお勧めします!

A Great Room!
The location was in safe beautiful town.
The room was pretty much big enough for two.
Very supportive people! when we had trouble to change the date we will arrive.
Strongly recommend this place staying in London."
17443606,608682240,21/02/2020,288793531,Geesuk,"위치가 훌륭합니다. 지하철 역과 가깝고, 시내와도 가깝습니다. 집주인도 너무 친절합니다. 추천합니다."
9896091,71063484,23/04/2016,55097007,Rachael,"This is a great location for the Excel and an amazing home from home.  Tea bags, oil, towels, coffee, sugar, lots of (Website hidden by Airbnb) was great.  Milk and orange juice in the fridge upon arrival.  Recommending it to colleagues and friends who regularly use the Excel.  "
742149,139052600,23/03/2017,43322529,Stewart,Another great stay with Jelena. Thanks.
18746179,259097243,30/04/2018,34357814,David,"Rosie es muy buena anfitriona, muy atenta a la comunicación. El departamento es muy bonito y espacioso y todo funciona de maravilla."
22771212,426884841,22/03/2019,1168085,Ed,The apartment is a great little space. Very stylish and in a fantastic location. It was incredibly clean. The bed is comfortable. It was great value for money.
28753789,332464641,05/10/2018,45465772,Matteo,"Very beautiful home in a young zone like Whitechapel.
There are 2 bedrooms quiet and comfortable, bathroom, kitchen and living room.
All appear new and clean.
I note the apartment is at second floor without elevator but no problem.
Thank you Amy for the organization and available! 
If you want stay a week in London this is perfect (Website hidden by Airbnb) near Liverpool Street underground and Aldgate east."
5168353,105555570,02/10/2016,19958478,Dara,"We had booked in with Joe for 3 nights but due to some unfortunate events we only made it for the last night, we were so sad because the room, location and host were perfect. We had our Jack Russell Maggie with us too and she had a ball too. We will definitely be back."
19984723,222231308,29/12/2017,35507394,Ron,Very nice flat with very accommodating hosts.  Great location with easy access to public transport.  Thanks to Luca and his co-hosts for a great visit!
7772878,48132401,23/09/2015,12823028,Darcy,Katherine is delightful and friendly hostess. I thoroughly enjoyed my stay. The home was lovely and nicely located for walking to Victoria and many sites as well as close to an undergroumd station.
22546888,326402360,22/09/2018,200798724,Renee,"Outstanding stay, starting with a very warm reception from hostess Jolanta.  Accommodations were spotless and well appointed, beds were comfy.  About a 13 min walk from South Ealing tube stop.  Would not hesitate to stay again."
21048058,231919495,03/02/2018,158060394,Lai Hang,Great host!
2655515,13416142,27/05/2014,5437092,Camilla,"We had a lovely stay in London and the Apartment. The location was great. Chelsea is a great neighborhood with all you need. We never waited longer that 1 minute outside the house to get a taxi.
We met Tiffany at our arrival and she welcomed us in the flat. She had some good advices where to go and what to do. Also we found plenty of flyers, info and maps  that helped us throughout our stay.
We stayed in the Apartment with 3 people and the sofa in the lounge was absolutely fine for our friend. We had all we needed. Kitchen, Bathroom and even soap and washing gel was there.
The only little negative thing I can say is that it could have been cleaner. The Apartment was very dusty. But we arrived earlier as agreed, so it was probably not enough time to clean. Also there was a lot of road noise as sloanes avenue is busy. But I guess staying in London in a great spot you have noise from the road. 
We can recommend this apartment and would definitely stay in Tiffanys apartment again.
"
24889441,302803823,06/08/2018,71268793,Maddie,"A beautiful apartment located in Shepherds Bush/Acton area about 5 mins from Westfield. The views were just incredible, especially the sunset. The whole place was stunning, great sized bedrooms, clean bathroom with all the toiletries you need, and they even left us a bottle of white wine in the fridge which was a thoughtful touch, would 100% recommend staying here!!"
26704866,321423142,10/09/2018,72030538,Willemijn,"My stay at Maria Alexandra’s house was great. The room was clean, bed slept great, there was breakfast in the kitchen, shower was great. The neighbourhood is quiet but it’s still very close to Paddington. Perfect for my family visit in Londen!"
1770724,101518868,13/09/2016,74414273,Maureen,"Jessica is an outstanding host and our accomodation was exceptional, great value, good proximity to transport, city and restaurants. "
26342820,737512560,08/03/2021,114389540,Stew,"Lovely central place overlooking Piccadilly Circus, communication was very speedy and east check in."
13793727,297806855,28/07/2018,34999663,Rafiq,"We stayed at Susie’s for a week and I must say that her hospitality was remarkable and when we first arrived. The place is small but very nice, it fit the four of us comfortably. It is very clean and well-organized especially with the reminder notes, which helps to easy manage the place.

The location is in a very quite area few minutes walk to the train, which I used to commute to different places in London. The bus is just next the place and you can take it to London sightseeing; Oxford street, exhibitions street, and of course the parks.

I totally recommend the place and would like to stay in it in my next visit. 

Well done Susie and thanks for hosting us in your nice place."
27950724,317651348,02/09/2018,212082942,Ian,"Janice has a very lively home. The rooms are fantastic and spacious. Both Janice and Michael are very friendly and supportive. All the amenities you would expect and more were really available. They are flexible and very helpful. 

You will be very blessed to be hosted there."
16950284,468867693,13/06/2019,23715872,Wojtek,"This room was perfect - large, comfortable bed and VERY quiet. It's located within a walking distance from the West Drayton station with many shops around the house. Laura's very hospitable and kind."
18369676,231286023,31/01/2018,102842640,Melissa,The host canceled this reservation 5 days before arrival. This is an automated posting.
3403597,30715369,26/04/2015,13118495,Lily,"Bea was such a fantastic host that I'm actually still here... And having such a great time. She's funny, extremely welcoming and just an all round winner. And her knowledge of London is insane. The flat is pretty, clean and tidy. Location is good - and there's a great pub just down to road and some fab coffee shops too. 100% recommended. "
35595642,478652124,30/06/2019,108275004,Joachim,"Outstanding hospitality, clear and quick communication and a nice en-suite room all in a lovely, quiet area close to Wimbledon."
33010757,635407251,06/07/2020,89926973,Shawnya,"Alex's place was comfortable and clean. Check in was simple, just like I like it. And the location was excellent! I definitely recommend staying here if you're visiting London with a small group."
5505754,419924107,05/03/2019,90947487,Ewa,"Everything was perfect. The room was very clean and comfortable (bathroom as well). Great communication with the host and a lot of privacy. The bus stop straight to the center was very close, underground station 10mins walk. We definitely recommend Gus'es and Lynette's apartment."
40574129,602588628,07/02/2020,26274807,Marija,"Overall good value for money. The place if well located to explore London, with decent food options. The bed is a bit small for 2 people."
14778890,437291325,14/04/2019,246972868,彼迎,The host canceled this reservation 12 days before arrival. This is an automated posting.
35150970,470519258,16/06/2019,8533370,Melodie,"Good location, short walk from subway, clean apartment

Only thing not fabulous is still can smell the paintings of the wall from operation."
13374506,187043509,26/08/2017,135341092,Laura,"Markus und Vicky waren sehr freundlich und ihre Wohnung ist super! Die Lage ist absolut prima, da man eine schnelle Verbindung zu Bus&Bahn hat. 100% Empfehlung:)"
21468789,246000666,24/03/2018,12346372,David,"Wonderful, quiet flat. Perfect host, Jo. Highly recommended"
1765870,30004441,15/04/2015,24045960,Olivier,"The room was clean and equipped as described.
Imran was very friedly and helpful with directions to get to his place.
I really appreciated his high level of communication over mail and texts.
Unfortunately I didn't have the chance to have a chat with him because of our different working schedules. Maybe next time ;)"
3813907,46878752,14/09/2015,8176930,Leslie,"This is an attractive flat with lots of light by London standards and the deck on the main level is perfect if you have good weather. However, the deck off the master bedroom is not really useful because it looks directly into someone else's flat, but it does provide a lot of light to the downstairs.  This part of Islington is a bit rough at the edges but walk up the hill and you are in the very trendy section.  There is a wonderful mini cab company half a block away if you don't want to walk all the way to the tube station.  Our host was pleasant when she met us at check-in but there was a severe plumbing problem that they were still working on when we arrived.  We were not able to really use the apartment until 3 hours after the official check-in time. Afterwards we were a bit concerned about whether the bathroom had been properly cleaned and mentioned that to our host.  A few days later the host offered us a small refund for our inconvenience and she did give us refund but it was not the amount that she originally offered.  In the end we found the home attractive, but a bit too far from the Angel tube station, and too far from the better grocery stores. "
6034819,35408504,18/06/2015,34657260,Jon,They were very friendly and accommodating. Jorge and Nena were delightful hosts. They had tube maps and boss maps there and Jorge even showed me how to get around the area very well. I really enjoyed my stay with them. I found the room was exactly what I needed for my stay in London.
34940495,483345426,07/07/2019,58710469,Nia,Great location. Helpful host. Very good place to be staying for a short period of time. Thank you!!
35179592,557621463,01/11/2019,274544562,Laurent,Bon accueil et bonne réactivité de chris.l appartement est confortable et spacieux assez bien située a 20 minutes du centre de Londres et proche de commerces
28758662,498867031,30/07/2019,130867842,Jungmin,"한국어후기가없어서 한국어로 남길게요. 체크인이 4시이고 체크아웃이 4시인점이 장점이고, 호스트 언니는 인도여자분이신데 금융권에서 일하시고 아침7시인가 출근하셔서 아침엔 볼일 이 없고요. 이 아파트는 거실부엌/침실/화장실 이렇게 나눠져있는 구조인데 게스트에게 방을 주고 호스트언니가 거실을씁니다. 화장실도 깨끗하고 방에 선풍기도 있어서 문열어놓고 선풍기 틀면 시원했어요. 호스트 언니가 아주 친절하고 많이 도와주고 인생 얘기도 할 수 있었어요. 여행을 좋아하는 싱글 전문직 여성이니 할 얘기가 많더라구요. 또 아파트 근처에 루프탑도 추천해주었습니다 Bokan 이에요 한국인 1도 없고 한번 가보세요. 좋았어요. 가격도 박당 42불에 별도 청소비가 없어서 숙소비를 많이 아낄 수 있었고, 다만 센트럴에서 대중교통 타면 이동 시간 30분은 잡아야되요. 카나리워프까지 걸어서 15분, 카나리워프에서 지하철타면 어디든 갈 수 있구요. 아니면 DLR 이 바로 앞에 있는데 이걸타고도 시내로 갈수있어요. 카나리워프는 우리나라로 치면 여의도, 맨해튼으로 치면 월가 같은 곳이에요. 주변에 고급 아파트들과 금융회사들 빌딩들이 많아요.  전반적으로 아주 만족한 에어비앤비 경험이었습니다.
 Check in and out was simple and easy, communication was clear, the room and rest room clean, tidy. the building had secured entrance and staffs day/night. room is bigger than it looks in the photo. The host is an open-minded female professional whos open to communicating with a young traveler like me. Than you for everything."
19571410,245244309,21/03/2018,6023723,Simone,"The studio is clean as in picture good position close to public transport, the only problem are the wall really thin and the neighbors really noisy"
17888076,293991053,21/07/2018,175443902,Isabelle,"The accomodation of Ana is perfectly located for a trip to London. All was very clean and spacious. Although I didn‘t met Ana during my stay as she was not at home, the communication worked really well, she answered quickly on my questions and I have the impression, that she is a very good host"
7534287,81117883,21/06/2016,74002944,Arthur,"Très confortable, très bien accueillis. Très sympathiques, et nous ont laissé la place de s'installer et de prendre nos aises."
1304277,13930355,08/06/2014,4876144,Alain,"Nous avons passé un excellent séjour à Londres, en partie grâce à Rosi. C'est une hôtesse particulièrement accueillante et qui fait tout pour rendre le séjour de ses hôtes le plus agréable possible. Nous avons échangé, matin et soir avec elle et avons beaucoup apprécié sa disponibilité, son humour, sa gentillesse. Ce sera avec plaisir que nous retournerons chez elle, lors d'un prochain séjour à Londres."
16211189,171702536,18/07/2017,60384906,Tristan,"A perfect location for basically anything, and had all the amenities we needed. Just a short walk to several parks, tourist attractions, great shopping, plus endless local and SoHo restaurants and pubs. Also had no problem accommodating our unexpected late arrival."
13804067,366261869,02/01/2019,107662846,Caitlin,We loved staying here! Gokce's place was exactly as advertised and Gokce was very inviting! Her lovely home is extremely close to the overground and lots of places in Highams Park. We couldn't have imagined staying anywhere else!
45662139,724849885,17/01/2021,378200908,Marios,"Excellent located, charming room with magnificent view!
Highly recommended!"
17563121,317660259,02/09/2018,90058380,Feli,"Una casa muy cómoda, tal cual la publicación. El anfitrión respondía enseguida todas nuestras preguntas e incluso nos dejó hacer el check in antes de lo esperado. 
Definitivamente volvería a hospedarme ahí."
3531119,25849225,27/01/2015,25454991,I-Ping,"The location is convenient, very close to the underground. 
Alex is a very nice host. The room is clean and lovely.
My friend and i had a great time."
20924085,269999014,28/05/2018,1807941,Laura,"My husband and I spent the weekend in Notting Hill.  We had high expectations as the listing photos were so lovely, but it exceeded my expectations. The location and neighborhood were wonderful.  On the weekend, we enjoyed the market that was literally on the next block - packed with people and fun.  However, our location kept us quiet and cozy from the crowds. 

The apartment looks exactly like the photos and true to the listing it is a 5 min walk to the tube stop.  

In addition, Alex our host was there to meet us and walked us through the apartment. He offers tons of local tips for restaurants, cafes, and activities.  I cannot say enough nice things about this space. It will be our go-to location whenever we stay in London.  "
14600591,122109093,21/12/2016,101235299,Haeyeon,"David and Sian are very kind and nice.
The wood cabin is safe and comfortable.
And the bus stop is near the house."
4512788,210067369,07/11/2017,12169369,Jørgen,Beas lägenhet är stor och ligger väldigt bra till i Notting Hill; allt finns i lägenheten och Bea var lätt att kommunicera med. Rekommenderas!
1101901,224765222,04/01/2018,41385320,Arwa,"The place location is great. Just ten minuets walking to the train station. From the station you can go to too many tourist spots if you are here for tourism. I felt safe walking in the evening from the station. The room is best for a single person or couple. I wouldn’t recommend big luggage as it would be somehow difficult to get them up to the room. The room is clean. Very quiet neighborhood. Saly was very helpful with directions and when she was available she gave me a ride to the train station when it was raining. 
Overall, I recommend booking this nice room."
5658470,274967263,10/06/2018,116553153,Katya,Litsa’s place was perfect for what we needed! We were in London for one night before having to head to Heathrow and the location was amazing. It was close to some major sights and Paddington station which is a huge plus! Litsa was extremely accommodating with our early check in - she let us store our luggage until our room was ready. Thank you Litsa - you and your husband were great! 
2027129,18294571,25/08/2014,10824553,Sarah,"Lorraine was an excellent host and provided really good communication and support above and beyond throughout both the booking process and during our stay.  The cottage is nicely furnished, well kept, and in a great location, with plenty of shops and amenities nearby, and good transport links in to central London.  Our family had a very comfortable stay, and we definitely recommend this property"
26653135,324626332,17/09/2018,205215123,Carolin,"Eine sehr saubere und klare Wohnung, die alles bietet, was man braucht. Für ein kurzes Wochenende war das ideal, aber auch für längere Aufenthalte durchaus empfehlenswert. Super Lage!!"
14834946,101584130,14/09/2016,6419216,Ben,"Great location, room is fine, lovely and helpful staff!"
35714817,534155446,22/09/2019,164322275,Brita,Very convenient location close to the East Ham Leisure centre where I was doing a course.
8455480,112409473,06/11/2016,6576266,M&M,"Reggi was a great host with a lovely apartment, which made for a great stay! Reggi’s apartment was very clean, comfortable, and well equipped with new amenities such as excellent Wi-Fi and an AMAZING bathroom. Reggi was very helpful, accommodating with he had excellent communication! Reggi made sure that we had everything that we could possibly need to enjoy our stay. The apartment is located in a great and safe area, with many restaurants, cafes, grocery stores and metro stations located nearby within walking distance. I highly recommend a stay at Reggi’s home, he made us feel very welcome and we will definitely return, thank you Reggi! "
39433550,671828495,06/10/2020,38069647,Humera,Lovely place to stay in London
29697063,343495290,31/10/2018,7269513,Edvinas,The host canceled this reservation 9 days before arrival. This is an automated posting.
24774321,265754119,18/05/2018,75143554,Daniel,Great place very clean and tidy big room i totaly recomand it
41369263,607975217,19/02/2020,82708842,Daniel,"Room was really dirty and dusty. I think carpet wasn’t cleaned after the previous guest. I expect that room is much bigger according to the photos but it wasn’t. Location is perfect, just 5 minutes to tower Bridge. Neighbourhood is quite and safe."
32656055,525750494,08/09/2019,9518973,Paul,"Bon rapport qualité/prix pour un court séjour. 
Les chambres sont très bien et les transports à moins de 10min à pieds."
845129,14903863,29/06/2014,9522608,Steffi,My parents stayed at Laurie's flat and really enjoyed it.  
4748665,138770056,21/03/2017,120885326,Shinya,Very clean and comfortable. Nice neighborhood. Richard is a perfect host! 
611518,2709524,24/10/2012,3625369,Cassandra,"I had a lovely time with Mike and his girlfriend Pepa. The room was exactly as shown and very clean. Mike was flexible and they both made me feel welcome in their home. Fulham is a lovely area. Would recommend to anyone looking for a short stay or little longer duration. 

Cheers, 

Cassandra"
12942039,343995824,02/11/2018,214052892,Mahmoud,Extremely nice host and very good communication all around. location is very close to both bus stations and underground so very easy to get around.
3736107,430340889,30/03/2019,78744693,Nina-Sophie,"Quartier très sympa, hôtes adorables. Facilité d’accès au centre. Logement très agréable ! Nous avons passé un séjour excellent chez Jayme."
24428774,717361248,22/12/2020,357588087,Justin,"Fantastic flat everything as described and great value for money. The location was great and suited my needs perfectly. The self check in and check out was so convenient and on the couple of occasions I needed assistance throughout my stay my requests were responded to immediately. Great value, great host and will stay again."
28599087,339193793,21/10/2018,213286176,Yifei,"Great lacation, only 5 mins walk from goodge street station. Quiet neighbourhood, so we could have a good rest. The room is also very clean and tidy, recommended."
11649313,87143392,18/07/2016,11930029,Johannes,"I booked Stefanias airbnb for my parents, who stayed in London for a long weekend. 
It all went really well. My parents enjoyed their stay. 
Stefania was super quick replying to any questions."
30143458,491495868,20/07/2019,82594219,Vanessa,The home was wonderful and we wouldn’t hesitate to stay here again!
